invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_amount,AgeCategory
I100694,C318405,Female,62,Food & Beverage,4,20.92,Cash,27-Nov-22,Kanyon,83.68,55-64
I100719,C193403,Male,69,Toys,2,71.68,Cash,17-Jul-22,Zorlu Center,143.36,65+
I100733,C932952,Female,42,Books,1,15.15,Cash,28-Feb-22,Kanyon,15.15,35-44
I100749,C272878,Female,52,Toys,2,71.68,Cash,04-Mar-21,Metrocity,143.36,45-54
I100763,C264447,Female,35,Cosmetics,4,162.64,Cash,10-Jul-22,Cevahir AVM,650.56,35-44
I100768,C223065,Female,49,Cosmetics,3,121.98,Cash,28-May-22,Kanyon,365.94,45-54
I100775,C981100,Male,23,Cosmetics,5,203.3,Cash,02-Apr-21,Metropol AVM,1016.5,18-24
I100791,C289735,Female,39,Cosmetics,4,162.64,Cash,11-Oct-21,Metropol AVM,650.56,35-44
I100793,C328805,Male,29,Cosmetics,3,121.98,Cash,15-Mar-21,Istinye Park,365.94,25-34
I100803,C273636,Female,38,Books,5,75.75,Cash,24-Feb-23,Mall of Istanbul,378.75,35-44
I100815,C222582,Male,50,Toys,4,143.36,Cash,19-Apr-22,Kanyon,573.44,45-54
I100818,C151068,Female,21,Food & Beverage,3,15.69,Cash,08-Jan-21,Mall of Istanbul,47.07,18-24
I100820,C180870,Male,20,Food & Beverage,2,10.46,Cash,26-Dec-21,Metrocity,20.92,18-24
I100822,C336505,Male,55,Cosmetics,1,40.66,Cash,15-Nov-21,Zorlu Center,40.66,55-64
I100856,C475330,Male,44,Food & Beverage,3,15.69,Cash,09-Jun-22,Metropol AVM,47.07,35-44
I100861,C281937,Female,49,Cosmetics,2,81.32,Cash,24-Dec-22,Viaport Outlet,162.64,45-54
I100863,C302400,Male,35,Food & Beverage,2,10.46,Cash,04-Jan-23,Emaar Square Mall,20.92,35-44
I100865,C234663,Female,44,Cosmetics,3,121.98,Cash,10-Feb-22,Istinye Park,365.94,35-44
I100866,C265260,Female,54,Food & Beverage,3,15.69,Cash,16-Aug-21,Metrocity,47.07,45-54
I100870,C236060,Male,46,Books,2,30.3,Cash,02-Mar-23,Metrocity,60.6,45-54
I100875,C232349,Female,20,Toys,2,71.68,Cash,02-Sep-21,Mall of Istanbul,143.36,18-24
I100880,C217725,Female,39,Shoes,3,1800.51,Cash,13-Jan-21,Metropol AVM,5401.53,35-44
I100884,C729531,Female,37,Souvenir,1,11.73,Cash,15-Feb-23,Metrocity,11.73,35-44
I100885,C102033,Male,38,Books,5,75.75,Cash,01-Sep-21,Mall of Istanbul,378.75,35-44
I100886,C676444,Female,41,Cosmetics,5,203.3,Cash,19-Dec-21,Metrocity,1016.5,35-44
I100900,C221280,Male,20,Food & Beverage,5,26.15,Cash,22-Aug-21,Viaport Outlet,130.75,18-24
I100913,C229817,Female,41,Shoes,4,2400.68,Cash,26-Aug-22,Viaport Outlet,9602.72,35-44
I100922,C185007,Female,31,Cosmetics,3,121.98,Cash,19-Dec-21,Mall of Istanbul,365.94,25-34
I100953,C250015,Female,46,Shoes,4,2400.68,Cash,25-Feb-22,Istinye Park,9602.72,45-54
I100960,C156642,Female,57,Books,3,45.45,Cash,31-Jan-23,Kanyon,136.35,55-64
I100964,C253827,Male,29,Cosmetics,4,162.64,Cash,19-Jul-21,Mall of Istanbul,650.56,25-34
I100965,C336119,Female,63,Shoes,4,2400.68,Cash,25-Jun-21,Emaar Square Mall,9602.72,55-64
I100978,C172330,Female,24,Cosmetics,5,203.3,Cash,18-Jun-22,Metrocity,1016.5,18-24
I101008,C314812,Male,62,Shoes,3,1800.51,Cash,09-Apr-22,Istinye Park,5401.53,55-64
I101017,C124932,Female,40,Shoes,5,3000.85,Cash,24-Jul-22,Mall of Istanbul,15004.25,35-44
I101034,C722304,Male,19,Toys,5,179.2,Cash,26-Feb-22,Metrocity,896,18-24
I101037,C216533,Female,30,Souvenir,2,23.46,Cash,07-Sep-21,Forum Istanbul,46.92,25-34
I101084,C943266,Female,26,Food & Beverage,1,5.23,Cash,18-Oct-22,Kanyon,5.23,25-34
I101103,C194266,Female,45,Shoes,4,2400.68,Cash,06-Oct-21,Forum Istanbul,9602.72,45-54
I101113,C315161,Female,64,Shoes,3,1800.51,Cash,12-Apr-21,Forum Istanbul,5401.53,55-64
I101130,C298295,Male,45,Food & Beverage,3,15.69,Cash,10-Sep-22,Kanyon,47.07,45-54
I101148,C680169,Female,26,Cosmetics,4,162.64,Cash,21-Apr-22,Cevahir AVM,650.56,25-34
I101176,C195529,Female,31,Food & Beverage,1,5.23,Cash,17-Jun-21,Istinye Park,5.23,25-34
I101181,C167199,Male,25,Food & Beverage,1,5.23,Cash,22-Dec-22,Istinye Park,5.23,25-34
I101189,C301407,Male,68,Souvenir,2,23.46,Cash,11-May-22,Metrocity,46.92,65+
I101192,C298571,Male,66,Toys,5,179.2,Cash,15-Nov-21,Forum Istanbul,896,65+
I101204,C147656,Female,42,Books,4,60.6,Cash,06-Aug-22,Mall of Istanbul,242.4,35-44
I101220,C322664,Male,67,Souvenir,4,46.92,Cash,06-Oct-22,Metropol AVM,187.68,65+
I101229,C256902,Female,19,Food & Beverage,3,15.69,Cash,05-Jul-22,Kanyon,47.07,18-24
I101255,C164171,Female,66,Food & Beverage,2,10.46,Cash,11-Dec-21,Cevahir AVM,20.92,65+
I101279,C237894,Female,48,Technology,3,3150,Cash,22-Jun-22,Metropol AVM,9450,45-54
I101288,C476777,Male,36,Food & Beverage,1,5.23,Cash,24-Jul-22,Kanyon,5.23,35-44
I101305,C131548,Female,66,Toys,3,107.52,Cash,07-Mar-22,Forum Istanbul,322.56,65+
I101314,C995203,Male,20,Food & Beverage,3,15.69,Cash,01-May-22,Kanyon,47.07,18-24
I101320,C264902,Male,18,Books,3,45.45,Cash,12-Apr-22,Mall of Istanbul,136.35,18-24
I101325,C101956,Female,27,Souvenir,1,11.73,Cash,25-Feb-21,Mall of Istanbul,11.73,25-34
I101351,C726291,Female,52,Cosmetics,4,162.64,Cash,10-Jun-21,Viaport Outlet,650.56,45-54
I101352,C548721,Female,26,Cosmetics,2,81.32,Cash,22-Jan-21,Metropol AVM,162.64,25-34
I101356,C227436,Male,38,Cosmetics,1,40.66,Cash,23-Mar-22,Metrocity,40.66,35-44
I101359,C269676,Male,42,Shoes,3,1800.51,Cash,08-Dec-21,Metropol AVM,5401.53,35-44
I101378,C241757,Female,47,Books,3,45.45,Cash,30-Dec-21,Metrocity,136.35,45-54
I101390,C314514,Female,35,Cosmetics,3,121.98,Cash,08-Sep-21,Mall of Istanbul,365.94,35-44
I101394,C321439,Female,24,Books,1,15.15,Cash,07-Jun-22,Metropol AVM,15.15,18-24
I101423,C666388,Male,52,Books,3,45.45,Cash,03-Feb-23,Viaport Outlet,136.35,45-54
I101426,C262766,Female,67,Cosmetics,3,121.98,Cash,29-Apr-21,Kanyon,365.94,65+
I101434,C310631,Male,30,Books,5,75.75,Cash,29-Nov-21,Mall of Istanbul,378.75,25-34
I101455,C154531,Male,69,Technology,3,3150,Cash,28-Feb-22,Kanyon,9450,65+
I101467,C155383,Female,54,Toys,4,143.36,Cash,04-Jul-22,Metropol AVM,573.44,45-54
I101476,C295108,Female,59,Toys,2,71.68,Cash,06-May-22,Istinye Park,143.36,55-64
I101483,C670088,Female,54,Books,2,30.3,Cash,14-Jan-22,Viaport Outlet,60.6,45-54
I101509,C416542,Female,48,Food & Beverage,2,10.46,Cash,23-Apr-22,Istinye Park,20.92,45-54
I101518,C107937,Female,37,Toys,4,143.36,Cash,09-Apr-22,Mall of Istanbul,573.44,35-44
I101528,C149902,Female,60,Technology,5,5250,Cash,19-May-22,Zorlu Center,26250,55-64
I101532,C128002,Male,56,Toys,3,107.52,Cash,01-Jul-22,Cevahir AVM,322.56,55-64
I101573,C150669,Female,57,Cosmetics,4,162.64,Cash,28-Jul-22,Cevahir AVM,650.56,55-64
I101578,C302346,Female,61,Books,3,45.45,Cash,04-Mar-23,Metrocity,136.35,55-64
I101587,C434876,Female,53,Technology,5,5250,Cash,11-Jan-22,Metropol AVM,26250,45-54
I101594,C117752,Female,50,Shoes,3,1800.51,Cash,08-Aug-21,Cevahir AVM,5401.53,45-54
I101596,C309263,Female,43,Books,5,75.75,Cash,30-Aug-21,Kanyon,378.75,35-44
I101603,C309591,Male,67,Toys,2,71.68,Cash,05-Oct-21,Kanyon,143.36,65+
I101621,C325188,Female,18,Souvenir,4,46.92,Cash,19-Mar-22,Kanyon,187.68,18-24
I101624,C115743,Male,62,Cosmetics,3,121.98,Cash,15-Oct-21,Kanyon,365.94,55-64
I101629,C102585,Male,41,Cosmetics,3,121.98,Cash,25-Sep-21,Mall of Istanbul,365.94,35-44
I101635,C695700,Female,18,Toys,5,179.2,Cash,03-Jun-22,Forum Istanbul,896,18-24
I101638,C217867,Female,27,Technology,2,2100,Cash,22-Jul-22,Metrocity,4200,25-34
I101649,C801987,Male,41,Technology,3,3150,Cash,12-Nov-21,Metropol AVM,9450,35-44
I101653,C185129,Female,68,Souvenir,2,23.46,Cash,10-Apr-21,Kanyon,46.92,65+
I101659,C197249,Female,67,Shoes,5,3000.85,Cash,29-Nov-22,Viaport Outlet,15004.25,65+
I101691,C322262,Male,67,Souvenir,4,46.92,Cash,05-Mar-21,Mall of Istanbul,187.68,65+
I101708,C103055,Male,55,Food & Beverage,1,5.23,Cash,25-May-21,Metrocity,5.23,55-64
I101714,C273113,Female,33,Books,3,45.45,Cash,11-Oct-22,Mall of Istanbul,136.35,25-34
I101717,C143132,Male,42,Cosmetics,5,203.3,Cash,03-Dec-21,Kanyon,1016.5,35-44
I101720,C105307,Male,67,Cosmetics,1,40.66,Cash,29-Mar-22,Metrocity,40.66,65+
I101724,C331264,Female,60,Food & Beverage,5,26.15,Cash,16-Mar-22,Metrocity,130.75,55-64
I101728,C183537,Female,48,Cosmetics,2,81.32,Cash,07-Nov-21,Mall of Istanbul,162.64,45-54
I101731,C125296,Female,41,Books,3,45.45,Cash,23-Jan-23,Mall of Istanbul,136.35,35-44
I101743,C158928,Male,48,Cosmetics,3,121.98,Cash,31-Mar-22,Metrocity,365.94,45-54
I101745,C105559,Male,42,Shoes,5,3000.85,Cash,05-Apr-21,Cevahir AVM,15004.25,35-44
I101752,C116715,Female,45,Souvenir,4,46.92,Cash,16-May-21,Metropol AVM,187.68,45-54
I101819,C787263,Female,59,Toys,3,107.52,Cash,17-Jun-22,Metropol AVM,322.56,55-64
I101827,C150375,Female,27,Toys,3,107.52,Cash,11-Nov-22,Kanyon,322.56,25-34
I101834,C407525,Female,69,Toys,5,179.2,Cash,23-Apr-21,Istinye Park,896,65+
I101854,C190002,Male,41,Shoes,1,600.17,Cash,14-Oct-22,Mall of Istanbul,600.17,35-44
I101855,C120734,Female,25,Books,4,60.6,Cash,18-Feb-23,Forum Istanbul,242.4,25-34
I101857,C227245,Female,34,Souvenir,2,23.46,Cash,29-Apr-22,Metropol AVM,46.92,25-34
I101869,C578801,Male,27,Technology,2,2100,Cash,25-Jan-23,Mall of Istanbul,4200,25-34
I101870,C350587,Female,68,Shoes,3,1800.51,Cash,24-Mar-21,Metropol AVM,5401.53,65+
I101871,C233682,Female,26,Cosmetics,4,162.64,Cash,22-Jan-23,Kanyon,650.56,25-34
I101887,C169919,Male,32,Souvenir,4,46.92,Cash,16-Aug-21,Metrocity,187.68,25-34
I101889,C121577,Female,52,Shoes,3,1800.51,Cash,17-Feb-22,Metropol AVM,5401.53,45-54
I101901,C241557,Male,53,Food & Beverage,4,20.92,Cash,27-Apr-21,Istinye Park,83.68,45-54
I101905,C147666,Female,36,Cosmetics,3,121.98,Cash,24-Feb-21,Kanyon,365.94,35-44
I101910,C304301,Male,41,Souvenir,4,46.92,Cash,29-Mar-22,Viaport Outlet,187.68,35-44
I101940,C283119,Female,18,Souvenir,5,58.65,Cash,25-Dec-22,Istinye Park,293.25,18-24
I101953,C316666,Male,52,Technology,3,3150,Cash,16-Feb-21,Metrocity,9450,45-54
I101967,C218507,Female,26,Food & Beverage,5,26.15,Cash,25-Feb-23,Istinye Park,130.75,25-34
I101982,C116333,Female,40,Technology,5,5250,Cash,01-Feb-21,Emaar Square Mall,26250,35-44
I101993,C158626,Female,52,Shoes,1,600.17,Cash,02-Oct-21,Zorlu Center,600.17,45-54
I101996,C157238,Female,32,Cosmetics,3,121.98,Cash,15-Jun-21,Kanyon,365.94,25-34
I102009,C146739,Female,31,Shoes,1,600.17,Cash,13-Nov-21,Forum Istanbul,600.17,25-34
I102014,C158673,Male,37,Food & Beverage,1,5.23,Cash,26-Feb-21,Metropol AVM,5.23,35-44
I102021,C178086,Female,43,Toys,4,143.36,Cash,07-Apr-22,Forum Istanbul,573.44,35-44
I102031,C208014,Female,43,Toys,1,35.84,Cash,06-Sep-22,Kanyon,35.84,35-44
I102037,C523688,Female,58,Toys,1,35.84,Cash,21-Oct-22,Metrocity,35.84,55-64
I102038,C227579,Male,58,Food & Beverage,1,5.23,Cash,19-May-21,Cevahir AVM,5.23,55-64
I102040,C184203,Male,39,Toys,4,143.36,Cash,20-Jul-21,Istinye Park,573.44,35-44
I102041,C846159,Male,50,Cosmetics,3,121.98,Cash,21-Aug-21,Mall of Istanbul,365.94,45-54
I102049,C282234,Female,58,Cosmetics,4,162.64,Cash,17-Feb-22,Metropol AVM,650.56,55-64
I102059,C297169,Female,45,Souvenir,3,35.19,Cash,13-Dec-22,Cevahir AVM,105.57,45-54
I102068,C317485,Female,20,Souvenir,1,11.73,Cash,07-Jul-21,Metrocity,11.73,18-24
I102069,C273829,Female,65,Food & Beverage,2,10.46,Cash,25-Jan-22,Viaport Outlet,20.92,65+
I102075,C127805,Female,61,Cosmetics,1,40.66,Cash,30-Jul-21,Metrocity,40.66,55-64
I102084,C339822,Male,25,Shoes,2,1200.34,Cash,19-Feb-22,Metrocity,2400.68,25-34
I102092,C172569,Female,21,Shoes,5,3000.85,Cash,16-Nov-22,Viaport Outlet,15004.25,18-24
I102118,C336690,Female,69,Cosmetics,3,121.98,Cash,10-Feb-23,Kanyon,365.94,65+
I102144,C317414,Female,45,Souvenir,4,46.92,Cash,07-Dec-21,Mall of Istanbul,187.68,45-54
I102151,C460226,Female,64,Toys,2,71.68,Cash,29-Nov-22,Kanyon,143.36,55-64
I102159,C115523,Female,21,Food & Beverage,2,10.46,Cash,02-Jun-22,Zorlu Center,20.92,18-24
I102166,C763155,Male,55,Books,1,15.15,Cash,06-Aug-22,Kanyon,15.15,55-64
I102184,C868347,Female,22,Souvenir,5,58.65,Cash,21-Apr-22,Istinye Park,293.25,18-24
I102189,C135789,Male,59,Toys,1,35.84,Cash,14-Sep-22,Mall of Istanbul,35.84,55-64
I102191,C211798,Male,31,Shoes,4,2400.68,Cash,17-Oct-22,Kanyon,9602.72,25-34
I102250,C282314,Female,59,Technology,1,1050,Cash,24-Mar-21,Mall of Istanbul,1050,55-64
I102256,C263791,Male,44,Books,3,45.45,Cash,08-Dec-21,Zorlu Center,136.35,35-44
I102260,C203685,Male,36,Books,2,30.3,Cash,11-Nov-21,Metropol AVM,60.6,35-44
I102261,C817162,Female,23,Cosmetics,4,162.64,Cash,18-Jun-22,Istinye Park,650.56,18-24
I102268,C298559,Female,47,Shoes,4,2400.68,Cash,31-Jan-22,Zorlu Center,9602.72,45-54
I102279,C192527,Male,64,Technology,3,3150,Cash,06-Apr-22,Metrocity,9450,55-64
I102286,C303985,Female,50,Souvenir,3,35.19,Cash,02-Jan-22,Emaar Square Mall,105.57,45-54
I102296,C161661,Male,62,Cosmetics,4,162.64,Cash,01-Sep-22,Cevahir AVM,650.56,55-64
I102300,C244793,Male,46,Toys,3,107.52,Cash,10-Jan-21,Zorlu Center,322.56,45-54
I102304,C603018,Female,26,Souvenir,3,35.19,Cash,04-Apr-21,Viaport Outlet,105.57,25-34
I102306,C270038,Female,68,Toys,2,71.68,Cash,02-Jul-21,Istinye Park,143.36,65+
I102332,C116250,Female,68,Technology,5,5250,Cash,05-Aug-22,Istinye Park,26250,65+
I102344,C411285,Female,61,Shoes,3,1800.51,Cash,15-Mar-22,Metrocity,5401.53,55-64
I102355,C209984,Male,63,Souvenir,5,58.65,Cash,28-Jan-22,Forum Istanbul,293.25,55-64
I102374,C533960,Female,49,Shoes,3,1800.51,Cash,23-Nov-22,Mall of Istanbul,5401.53,45-54
I102375,C305450,Female,56,Souvenir,1,11.73,Cash,17-Jan-22,Mall of Istanbul,11.73,55-64
I102395,C316538,Female,48,Cosmetics,4,162.64,Cash,12-Jan-21,Metrocity,650.56,45-54
I102396,C334331,Male,53,Shoes,4,2400.68,Cash,08-Apr-22,Metrocity,9602.72,45-54
I102398,C766818,Male,24,Books,5,75.75,Cash,28-Jun-21,Istinye Park,378.75,18-24
I102415,C279084,Female,47,Shoes,5,3000.85,Cash,03-Jul-21,Metrocity,15004.25,45-54
I102443,C998094,Female,53,Shoes,2,1200.34,Cash,25-Sep-22,Metrocity,2400.68,45-54
I102480,C264394,Male,28,Souvenir,2,23.46,Cash,24-Feb-21,Metropol AVM,46.92,25-34
I102483,C179176,Female,34,Toys,5,179.2,Cash,05-Apr-21,Metrocity,896,25-34
I102488,C217895,Male,57,Cosmetics,5,203.3,Cash,21-May-21,Istinye Park,1016.5,55-64
I102525,C240268,Male,61,Cosmetics,1,40.66,Cash,16-Jan-22,Kanyon,40.66,55-64
I102535,C194716,Male,34,Shoes,1,600.17,Cash,20-Feb-21,Metropol AVM,600.17,25-34
I102546,C307847,Female,30,Shoes,2,1200.34,Cash,06-Oct-21,Metropol AVM,2400.68,25-34
I102553,C153282,Male,45,Toys,4,143.36,Cash,12-May-22,Metrocity,573.44,45-54
I102559,C839296,Female,31,Books,4,60.6,Cash,23-Feb-22,Mall of Istanbul,242.4,25-34
I102562,C272836,Female,48,Toys,5,179.2,Cash,16-Sep-22,Mall of Istanbul,896,45-54
I102573,C602990,Female,62,Shoes,2,1200.34,Cash,23-Aug-22,Mall of Istanbul,2400.68,55-64
I102587,C255931,Female,32,Food & Beverage,2,10.46,Cash,02-Jan-23,Kanyon,20.92,25-34
I102595,C256607,Female,48,Food & Beverage,2,10.46,Cash,09-Aug-21,Metrocity,20.92,45-54
I102604,C286659,Male,26,Shoes,3,1800.51,Cash,03-Jul-21,Mall of Istanbul,5401.53,25-34
I102613,C602495,Female,50,Shoes,1,600.17,Cash,26-May-21,Istinye Park,600.17,45-54
I102625,C305261,Male,26,Shoes,2,1200.34,Cash,28-May-21,Zorlu Center,2400.68,25-34
I102636,C988123,Male,67,Cosmetics,3,121.98,Cash,02-Jan-21,Kanyon,365.94,65+
I102647,C208778,Female,35,Cosmetics,5,203.3,Cash,21-Nov-21,Zorlu Center,1016.5,35-44
I102666,C114925,Male,66,Shoes,5,3000.85,Cash,03-Jan-22,Mall of Istanbul,15004.25,65+
I102675,C936544,Female,45,Food & Beverage,2,10.46,Cash,27-Dec-21,Istinye Park,20.92,45-54
I102692,C340001,Female,65,Food & Beverage,2,10.46,Cash,25-Apr-21,Mall of Istanbul,20.92,65+
I102694,C782676,Female,65,Shoes,5,3000.85,Cash,19-Jul-21,Mall of Istanbul,15004.25,65+
I102713,C259637,Female,27,Shoes,1,600.17,Cash,26-May-22,Metrocity,600.17,25-34
I102719,C480086,Female,45,Technology,1,1050,Cash,24-Apr-21,Mall of Istanbul,1050,45-54
I102725,C385326,Female,54,Toys,5,179.2,Cash,16-Sep-22,Metrocity,896,45-54
I102730,C181990,Male,57,Technology,4,4200,Cash,11-Jul-22,Mall of Istanbul,16800,55-64
I102737,C112982,Female,68,Technology,3,3150,Cash,09-Aug-22,Mall of Istanbul,9450,65+
I102754,C760072,Female,58,Shoes,2,1200.34,Cash,13-Sep-21,Emaar Square Mall,2400.68,55-64
I102758,C778349,Female,35,Food & Beverage,1,5.23,Cash,01-Dec-22,Metropol AVM,5.23,35-44
I102761,C333330,Female,23,Cosmetics,1,40.66,Cash,19-Mar-21,Mall of Istanbul,40.66,18-24
I102782,C105352,Female,51,Souvenir,5,58.65,Cash,01-Nov-21,Mall of Istanbul,293.25,45-54
I102783,C816576,Female,56,Food & Beverage,1,5.23,Cash,05-Feb-23,Istinye Park,5.23,55-64
I102819,C309720,Male,53,Food & Beverage,2,10.46,Cash,26-Oct-22,Zorlu Center,20.92,45-54
I102832,C146777,Female,40,Shoes,2,1200.34,Cash,20-Jun-22,Istinye Park,2400.68,35-44
I102843,C235737,Female,48,Food & Beverage,5,26.15,Cash,01-Nov-21,Metrocity,130.75,45-54
I102845,C175442,Female,41,Souvenir,4,46.92,Cash,05-Mar-23,Metrocity,187.68,35-44
I102877,C505213,Female,29,Toys,4,143.36,Cash,25-Nov-22,Metropol AVM,573.44,25-34
I102883,C114509,Female,22,Food & Beverage,5,26.15,Cash,08-Oct-21,Kanyon,130.75,18-24
I102885,C216254,Male,42,Food & Beverage,5,26.15,Cash,22-Aug-22,Kanyon,130.75,35-44
I102902,C603291,Male,58,Toys,1,35.84,Cash,28-Nov-22,Viaport Outlet,35.84,55-64
I102906,C219499,Female,20,Toys,3,107.52,Cash,16-Oct-21,Kanyon,322.56,18-24
I102926,C319883,Female,60,Food & Beverage,1,5.23,Cash,06-Aug-22,Cevahir AVM,5.23,55-64
I102935,C184509,Female,59,Cosmetics,1,40.66,Cash,16-Jun-21,Mall of Istanbul,40.66,55-64
I102941,C189039,Female,45,Cosmetics,2,81.32,Cash,14-May-22,Metrocity,162.64,45-54
I102944,C105025,Male,33,Cosmetics,2,81.32,Cash,03-Dec-21,Forum Istanbul,162.64,25-34
I102954,C155342,Male,30,Food & Beverage,4,20.92,Cash,06-Feb-21,Mall of Istanbul,83.68,25-34
I102964,C321846,Female,69,Shoes,2,1200.34,Cash,23-Apr-21,Viaport Outlet,2400.68,65+
I102989,C273531,Female,67,Shoes,2,1200.34,Cash,01-Mar-21,Cevahir AVM,2400.68,65+
I103004,C560575,Male,33,Food & Beverage,1,5.23,Cash,04-Feb-22,Metropol AVM,5.23,25-34
I103006,C258085,Male,41,Technology,4,4200,Cash,20-Jul-22,Cevahir AVM,16800,35-44
I103010,C260917,Female,51,Shoes,1,600.17,Cash,02-Aug-21,Metrocity,600.17,45-54
I103019,C335724,Male,60,Shoes,2,1200.34,Cash,14-Oct-22,Forum Istanbul,2400.68,55-64
I103020,C327792,Female,27,Books,4,60.6,Cash,17-Jun-21,Mall of Istanbul,242.4,25-34
I103026,C142823,Female,64,Shoes,1,600.17,Cash,21-Oct-21,Viaport Outlet,600.17,55-64
I103029,C213516,Female,18,Toys,5,179.2,Cash,21-Jun-21,Mall of Istanbul,896,18-24
I103031,C228178,Female,55,Toys,5,179.2,Cash,17-Sep-21,Kanyon,896,55-64
I103036,C992589,Female,39,Cosmetics,2,81.32,Cash,18-Aug-22,Istinye Park,162.64,35-44
I103045,C267316,Female,62,Shoes,1,600.17,Cash,24-Aug-22,Metrocity,600.17,55-64
I103064,C274479,Female,36,Toys,2,71.68,Cash,04-Mar-23,Metrocity,143.36,35-44
I103070,C754112,Male,19,Cosmetics,2,81.32,Cash,31-Dec-21,Kanyon,162.64,18-24
I103071,C243412,Male,26,Food & Beverage,5,26.15,Cash,09-Dec-22,Mall of Istanbul,130.75,25-34
I103072,C170969,Male,20,Cosmetics,4,162.64,Cash,04-Apr-22,Forum Istanbul,650.56,18-24
I103081,C119424,Female,68,Food & Beverage,2,10.46,Cash,27-Jul-22,Mall of Istanbul,20.92,65+
I103083,C936888,Female,48,Cosmetics,4,162.64,Cash,15-Feb-22,Istinye Park,650.56,45-54
I103086,C285452,Female,52,Cosmetics,4,162.64,Cash,17-Aug-22,Metrocity,650.56,45-54
